Nombre Buque;Cód UE;Pareja;Cód UE Pareja;Puerto Venta;Puerto Base;Trimestre;Trimestre Desembarco;Año;Año construcción;TRB;GT;Potencia CV;Potencia KW;Eslora total;Eslora PP;Zona;Metier;Especie Oficial;Especie Científico;Especie Inglés;Especie ALFA3;Kg Desembarcados;Kg Desemb Peso Vivo;Precio por Kg;Precio Total
Agustin Deuna;ESP000025315;;;Getaria;Getaria;4;4;2019;2002;149,5;226;1100;;36,2;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;877,8;877,8;0,12;105,336
Agustin Deuna;ESP000025315;;;Getaria;Getaria;4;4;2020;2002;149,5;226;1100;;36,2;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;32259,4;32259,4;0,805328617;25979,418
Aita Joxe;ESP000023420;;;Pasaia;Hondarribia;1;1;2019;1996;3,96;3,63;28;;10,05;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;325;325;1,24;403
Aketxe;ESP000023062;;;Ondarroa;Ondarroa;4;4;2020;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;60;60;;
Aketxe;ESP000023062;Gaztelugatxe;ESP000023061;Ondarroa;Ondarroa;1;1;2019;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;4775;4775;;
Aketxe;ESP000023062;Gaztelugatxe;ESP000023061;Ondarroa;Ondarroa;1;4;2019;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;105;105;;
Aketxe;ESP000023062;Gaztelugatxe;ESP000023061;Ondarroa;Ondarroa;3;2;2019;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;21;21;;
Aketxe;ESP000023062;Gaztelugatxe;ESP000023061;Ondarroa;Ondarroa;2;2;2020;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;2459,65;2459,65;;
Albo Puertas;ESP000023804;;;Ondarroa;Castro Urdiales;2;2;2019;1998;57,62;75,61;216;;24;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;3962,9;3962,9;0,931559464;3691,677
Albo Puertas;ESP000023804;;;Pasaia;Castro Urdiales;2;2;2019;1998;57,62;75,61;216;;24;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;8363;8363;0,650096855;5436,76
Almikeko Ama (ex Beti Txanka);ESP000023019;;;Bermeo;Bermeo;1;1;2019;1995;76,74;93;316;;25,35;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;49711;49711;1,305730522;64909,17
Abelan Uno;ESP000023265;;;Pasaia;Pasaia;2;2;2019;1995;5,26;5,85;24;;9,25;;27.8.c;GNS_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;9;9;1,487777778;13,39
Abelan Uno;ESP000023265;;;Pasaia;Pasaia;1;1;2020;1995;5,26;5,85;24;;9,25;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;13356;13356;0,762010332;10177,41
Abelan Uno;ESP000023265;;;Pasaia;Pasaia;3;3;2020;1995;5,26;5,85;24;;9,25;;27.8.c;GNS_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;421,9;421,9;2,319869458;978,7529244
Abra de Aguiño;ESP000026741;;;Hondarribia;Santa Uxia de Ribeira;2;2;2019;2006;85,9;113;380;;27,14;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;2581,6;2581,6;1,682110319;4342,536
Abra de Aguiño;ESP000026741;;;Hondarribia;Santa Uxia de Ribeira;4;4;2019;2006;85,9;113;380;;27,14;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;12502,9;12502,9;0,636485695;7957,917
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;1;1;2019;2006;85,9;113;380;;27,14;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;20502,7;20502,7;3,979727255;81595,154
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;2;2;2019;2006;85,9;113;380;;27,14;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;9,7;9,7;2,7;26,19
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;2;2;2019;2006;85,9;113;380;;27,14;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;1050,7;1050,7;1,142981822;1200,931
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;2;2;2020;2006;85,9;113;380;;27,14;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;12161,2;12161,2;0,967695293;11768,336
Agarimo Dous;ESP000022209;;;Ondarroa;Ares;2;2;2019;1991;75,36;81,94;410;;25;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;35057,8;35057,8;1,245988539;43681,617
Agustin Deuna;ESP000025315;;;Getaria;Getaria;1;1;2020;2002;149,5;226;1100;;36,2;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;101016,2;101016,2;0,887914404;89693,739
Aita Ramon;ESP000025230;;;Hondarribia;Hondarribia;1;1;2019;2001;57,65;58;252,96;;21;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;20096;20096;1,289977856;25923,395
Aita Ramon;ESP000025230;;;Hondarribia;Hondarribia;2;2;2019;2001;57,65;58;252,96;;21;;27.8.abd;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;11341,5;11341,5;1,306268659;14815,046
Aitana del Mar (ex Nuevo Jose David);ESP000025325;;;Ondarroa;Laredo;3;3;2019;2002;133,45;154;400;;27,19;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;5788,4;5788,4;1,576923675;9127,865
Aketxe;ESP000023062;Gaztelugatxe;ESP000023061;Ondarroa;Ondarroa;4;4;2019;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;4004,25;4004,25;;
Alain Bi;ESP000021920;;;Getaria;Getaria;1;1;2020;1990;4,99;4,34;34;;8,2;;27.8.c;GNS_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;74,5;74,5;3,041355705;226,581
Albo Puertas;ESP000023804;;;Ondarroa;Castro Urdiales;1;1;2020;1998;57,62;75,61;216;;24;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;35500,9;35500,9;1,07330924;38103,444
Almirante Berria (ex Gure Gizizti);ESP000024515;;;Hondarribia;Hondarribia;4;4;2019;2000;75,46;114,23;480;;26,5;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;39;39;0,45;17,55
Amets;ESP000022800;;;Getaria;Getaria;2;2;2019;1994;19,38;41,73;120;;15,65;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;17793,9;17793,9;1,363327545;24258,914
Ana Jesus;ESP000007966;;;Bermeo;Luarca;3;3;2019;1981;10,6;7,3;115;;10,5;;27.8.c;LLS_DEF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;18,4;18,4;2,585923913;47,581
Andrekala Berria;ESP000024580;;;Ondarroa;Ondarroa;4;4;2020;2000;149,89;254;500;;29;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;5054;5054;1,284694601;6492,846513
Andrekala Berria;ESP000024580;Arretxu Berria;ESP000024563;Ondarroa;Ondarroa;4;4;2019;2000;149,89;254;500;;29;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;354;354;;
Antiuko Ama;ESP000026597;;;Ondarroa;Ondarroa;2;2;2019;2006;245;429;596;;38,5;;27.8.abd;OTB_MPD_>=70_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;25493;25493;;
Abelan Uno;ESP000023265;;;Pasaia;Pasaia;1;1;2019;1995;5,26;5,85;24;;9,25;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;38,7;38,7;0,618346253;23,93
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;1;1;2019;2006;85,9;113;380;;27,14;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;22,4;22,4;3,69;82,656
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;2;2;2019;2006;85,9;113;380;;27,14;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;64258,7;64258,7;2,242992731;144131,797
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;4;4;2019;2006;85,9;113;380;;27,14;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;53995,5;53995,5;0,906098879;48925,262
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;4;4;2020;2006;85,9;113;380;;27,14;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;5146,5;5146,5;3,355104051;17267,043
Agarimo Dous;ESP000022209;;;Ondarroa;Ares;2;2;2019;1991;75,36;81,94;410;;25;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;13452;13452;0,802264942;10792,068
Agarimo Dous;ESP000022209;;;Ondarroa;Ares;2;2;2019;1991;75,36;81,94;410;;25;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;33;33;2,87;94,71
Agustin Deuna;ESP000025315;;;Getaria;Getaria;4;4;2019;2002;149,5;226;1100;;36,2;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;83,4;83,4;1,73;144,282
Aitana del Mar (ex Nuevo Jose David);ESP000025325;;;Ondarroa;Laredo;1;1;2019;2002;133,45;154;400;;27,19;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;14531,4;14531,4;1,316213579;19126,426
Aitana del Mar (ex Nuevo Jose David);ESP000025325;;;Ondarroa;Laredo;4;4;2020;2002;133,45;154;400;;27,19;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;5745,7;5745,7;0,414615452;2382,256
Aketxe;ESP000023062;Gaztelugatxe;ESP000023061;Ondarroa;Ondarroa;2;1;2019;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;289;289;;
Aketxe;ESP000023062;Gaztelugatxe;ESP000023061;Ondarroa;Ondarroa;3;3;2019;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;2038,2;2038,2;;
Aketxe;ESP000023062;Gaztelugatxe;ESP000023061;Ondarroa;Ondarroa;4;;2019;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;33;33;;
Aketxe;ESP000023062;Gaztelugatxe;ESP000023061;Ondarroa;Ondarroa;1;1;2020;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;1820,75;1820,75;;
Aketxe;ESP000023062;Gaztelugatxe;ESP000023061;Ondarroa;Ondarroa;4;4;2020;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;3833;3833;;
Albo Puertas;ESP000023804;;;Ondarroa;Castro Urdiales;4;4;2019;1998;57,62;75,61;216;;24;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;2638,9;2638,9;0,76745879;2025,247
Almikeko Ama (ex Beti Txanka);ESP000023019;;;Bermeo;Bermeo;1;1;2020;1995;76,74;93;316;;25,35;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;97560;97560;0,777831591;75885,25
Almirante Berria (ex Gure Gizizti);ESP000024515;;;Bermeo;Hondarribia;2;2;2019;2000;75,46;114,23;480;;26,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;21995;21995;1,198043646;26350,97
Almirante Berria (ex Gure Gizizti);ESP000024515;;;Hondarribia;Hondarribia;1;1;2019;2000;75,46;114,23;480;;26,5;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1999,9;1999,9;0,7;1399,93
Almirante Berria (ex Gure Gizizti);ESP000024515;;;Hondarribia;Hondarribia;2;2;2019;2000;75,46;114,23;480;;26,5;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;30,7;30,7;1,188762215;36,495
Almirante Berria (ex Gure Gizizti);ESP000024515;;;Hondarribia;Hondarribia;2;2;2020;2000;75,46;114,23;480;;26,5;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;12521,2;12521,2;0,832856515;10428,363
Amets;ESP000022800;;;Pasaia;Getaria;4;4;2019;1994;19,38;41,73;120;;15,65;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;269,4;269,4;0,551658933;148,6169165
Andrekala Berria;ESP000024580;Arretxu Berria;ESP000024563;Ondarroa;Ondarroa;2;1;2019;2000;149,89;254;500;;29;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;180;180;;
Abelan Uno;ESP000023265;;;Pasaia;Pasaia;2;2;2019;1995;5,26;5,85;24;;9,25;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;49,8;49,8;0,475803213;23,695
Abelan Uno;ESP000023265;;;Pasaia;Pasaia;2;2;2019;1995;5,26;5,85;24;;9,25;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;9402,2;9402,2;1,297283508;12197,319
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;1;1;2019;2006;85,9;113;380;;27,14;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;3389;3389;3,25;11014,25
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;4;4;2019;2006;85,9;113;380;;27,14;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;27440,8;27440,8;0,674649573;18512,924
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;4;4;2019;2006;85,9;113;380;;27,14;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;60437,3;60437,3;1,089765939;65862,511
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;1;1;2020;2006;85,9;113;380;;27,14;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;730,8;730,8;4,116945813;3008,664
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;1;1;2020;2006;85,9;113;380;;27,14;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;6824;6824;2,095799824;14301,738
Abra de Aguiño;ESP000026741;;;Ondarroa;Santa Uxia de Ribeira;2;2;2020;2006;85,9;113;380;;27,14;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;119,6;119,6;0,123143813;14,728
Abra de Aguiño;ESP000026741;;;Pasaia;Santa Uxia de Ribeira;4;4;2019;2006;85,9;113;380;;27,14;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;736,5;736,5;1,838696538;1354,2
Agustin Deuna;ESP000025315;;;Getaria;Getaria;1;1;2019;2002;149,5;226;1100;;36,2;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;54348,5;54348,5;1,241683395;67483,63
Agustin Deuna;ESP000025315;;;Getaria;Getaria;2;2;2019;2002;149,5;226;1100;;36,2;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;75036,65;75036,65;1,720059031;129067,4675
Agustin Deuna;ESP000025315;;;Getaria;Getaria;3;3;2020;2002;149,5;226;1100;;36,2;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;56150,4;56150,4;0,686795855;38563,862
Aita Ramon;ESP000025230;;;Hondarribia;Hondarribia;2;2;2019;2001;57,65;58;252,96;;21;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;6151;6151;1,35;8303,85
Aita Ramon;ESP000025230;;;Hondarribia;Hondarribia;1;1;2020;2001;57,65;58;252,96;;21;;27.8.abd;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;89627,8;89627,8;0,824565046;73903,951
Aitana del Mar (ex Nuevo Jose David);ESP000025325;;;Ondarroa;Laredo;2;2;2019;2002;133,45;154;400;;27,19;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1353,8;1353,8;0,757697592;1025,771
Aitana del Mar (ex Nuevo Jose David);ESP000025325;;;Ondarroa;Laredo;2;2;2019;2002;133,45;154;400;;27,19;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;27416,1;27416,1;1,778666659;48764,103
Aketxe;ESP000023062;;;Ondarroa;Ondarroa;4;4;2020;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;864;864;;
Aketxe;ESP000023062;Gaztelugatxe;ESP000023061;Ondarroa;Ondarroa;1;1;2019;1995;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;31514,5;31514,5;;
Alain Bi;ESP000021920;;;Getaria;Getaria;1;1;2019;1990;4,99;4,34;34;;8,2;;27.8.c;GTR_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;9,39;9,39;3;28,17
Alain Bi;ESP000021920;;;Getaria;Getaria;1;1;2020;1990;4,99;4,34;34;;8,2;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;12710,9;12710,9;0,843977374;10727,712
Almirante Berria (ex Gure Gizizti);ESP000024515;;;Hondarribia;Hondarribia;2;2;2019;2000;75,46;114,23;480;;26,5;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;45390,6;45390,6;1,086427344;49313,589
Amatxo (3BI21-96);ESP000023244;;;Bermeo;Bermeo;2;2;2019;1996;78;94;624;;25,56;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;14209;14209;1,19349356;16958,35
Amets;ESP000022800;;;Bermeo;Getaria;2;2;2020;1994;19,38;41,73;120;;15,65;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;8001;8001;0,772215973;6178,5
Amets;ESP000022800;;;Getaria;Getaria;1;1;2019;1994;19,38;41,73;120;;15,65;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;30422,9;30422,9;1,295801354;39422,035
Almirante Berria (ex Gure Gizizti);ESP000024515;;;Hondarribia;Hondarribia;1;1;2019;2000;75,46;114,23;480;;26,5;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;50710,4;50710,4;1,321382557;67007,838
Amets;ESP000022800;;;Pasaia;Getaria;2;2;2020;1994;19,38;41,73;120;;15,65;;27.8.c;LLS_DEF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;26,6;26,6;1,47;39,102
Andrekala Berria;ESP000024580;Arretxu Berria;ESP000024563;Ondarroa;Ondarroa;1;1;2019;2000;149,89;254;500;;29;;27.8.c;PTB_MPD_>=55_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;31957,5;31957,5;;
Angel Padre;ESP000023867;;;Ondarroa;Colindres;3;3;2019;1988;48,64;65,85;190;;24;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;7114,9;7114,9;0,991862992;7057,006
Ansia;ESP000026388;;;Pasaia;Pasaia;1;1;2020;2005;94;107,12;450;;27,14;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;428;428;0,73557243;314,825
Ansia;ESP000026388;;;Pasaia;Pasaia;4;4;2020;2005;94;107,12;450;;27,14;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;31314,5;31314,5;0,714056683;22360,328
Antiuko Ama;ESP000026597;;;Ondarroa;Ondarroa;1;1;2019;2006;245;429;596;;38,5;;27.8.abd;OTB_MPD_>=70_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;7739;7739;;
Antiuko Ama;ESP000026597;;;Ondarroa;Ondarroa;2;2;2019;2006;245;429;596;;38,5;;27.8.abd;OTB_DEF_>=70_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;35541,5;35541,5;;
Antiuko Ama;ESP000026597;;;Ondarroa;Ondarroa;3;3;2020;2006;245;429;596;;38,5;;27.8.abd;OTB_DEF_>=70_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;585;585;;
Antxeta Primero;ESP000026035;;;Bermeo;Bermeo;1;1;2020;2004;7,26;3,77;58;;9,94;;27.8.c;GNS_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;102,9;102,9;2,233858115;229,864
Antxeta Primero;ESP000026035;;;Bermeo;Bermeo;1;1;2020;2004;7,26;3,77;58;;9,94;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;42220;42220;0,781161298;32980,63
Arantzazuko Izarra;ESP000025650;;;Hondarribia;Hondarribia;2;2;2019;2003;67,75;74;400;;23,38;;27.8.abd;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;13679;13679;1,301114263;17797,942
Arela;ESP000023656;;;Ondarroa;Porto do Son;4;4;2020;1997;67,45;115,87;216;;23,9;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;22,4;22,4;0,34;7,616
Arela;ESP000023656;;;Ondarroa;Porto do Son;4;4;2020;1997;67,45;115,87;216;;23,9;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;219,9;219,9;1,5;329,85
Arela;ESP000023656;;;Pasaia;Porto do Son;1;1;2019;1997;67,45;115,87;216;;23,9;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;898,5;898,5;1,033962159;929,015
Arrantzale (3SS13-01);ESP000025232;;;Hondarribia;Hondarribia;2;2;2019;2001;147,3;160;535;;32;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;62875,8;62875,8;1,211676225;76185,112
Arrantzale (3SS13-01);ESP000025232;;;Hondarribia;Hondarribia;1;1;2020;2001;147,3;160;535;;32;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;110981,4;110981,4;0,843447091;93606,939
Arretxu Berria;ESP000024563;Andrekala Berria;ESP000024580;Ondarroa;Ondarroa;2;1;2019;2000;149,27;254;500;;29;;27.8.c;PTB_MPD_>=55_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;19316,5;19316,5;;
Arretxu Berria;ESP000024563;Andrekala Berria;ESP000024580;Ondarroa;Ondarroa;1;1;2020;2000;149,27;254;500;;29;;27.8.c;PTB_MPD_>=55_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;27550,05;27550,05;;
Arretxu Berria;ESP000024563;Andrekala Berria;ESP000024580;Ondarroa;Ondarroa;4;4;2020;2000;149,27;254;500;;29;;27.8.c;PTB_MPD_>=55_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;16;16;;
Attona Domingo;ESP000025606;;;Hondarribia;Hondarribia;1;1;2020;2003;136,85;145;862,24;;33,33;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;5521,4;5521,4;1,060445177;5855,142
Attona Domingo;ESP000025606;;;Hondarribia;Hondarribia;2;2;2020;2003;136,85;145;862,24;;33,33;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;10680;10680;0,78;8330,4
Attona Domingo;ESP000025606;;;Hondarribia;Hondarribia;4;4;2020;2003;136,85;145;862,24;;33,33;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;3393,9;3393,9;0,736176965;2498,511
Attona Domingo;ESP000025606;;;Hondarribia;Hondarribia;4;4;2020;2003;136,85;145;862,24;;33,33;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;74034,3;74034,3;0,665173021;49245,619
Antiuko Ama;ESP000026597;;;Ondarroa;Ondarroa;3;3;2019;2006;245;429;596;;38,5;;27.8.abd;OTB_DEF_>=70_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;20;20;;
