Código,Buque,Folio,Código UE,Código MMSI,Código Radio,Baja,Fecha baja,Observaciones,Año construcción,Fecha metier,Metier principal,Metier secundario,Fecha puerto base,Puerto base,Fecha características técnicas,TRB,GT,Eslora,Potencia,Caladero principal,Tipo pesca principal,Segmento,Varios,CensoPorModalidad,Notas
1552,Ana Bocos,3XXX0476,,,,VERDADERO,31/12/1995,Baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
2416,Ana Jesus,3GI81359,ESP000007966,,,FALSO,,,1981,01/01/2019,LLS_DEF_0_0_0,LHM_SPF_0_0_0,01/01/2019,Luarca,01/01/2019,10.6,7.3,10.5,115,PALANGRE DE FONDO EN CANTABRICO NW,,Bajura,,PALANGRE DE FONDO EN CANTABRICO NW,
93,Ana Maria,3XXX0038,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Donostia,01/01/2019,,,,,,,,,,
1554,Ana Tere Numero Dos,3ST21417,ESP000003877,,,VERDADERO,15/09/1995,,,,,,01/01/2019,Laredo,,,,,,,,,,,
1555,Anabel,3BI12865,ESP000000008,,,VERDADERO,27/02/1992,Tiene ventas en 1995. Error en la asignacion de barco a codigo de cofradia,,,,,01/01/2019,Santander,,,,,,,,,,,
94,Anabel Costa Dos,3VILL50404,ESP000005974,,,VERDADERO,23/02/2004,,1976,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Carreira,01/01/2019,49.52,47.6,19.94,370,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
2415,Anaelena,3GI81356,ESP000021772,,,FALSO,,,1990,01/01/2019,GNS_DEF_60-79_0_0,LHM_SPF_0_0_0,01/01/2019,Luarca,01/01/2019,11.43,7.38,10.53,130,ARTES MENORES EN CANTABRICO NW,,,,ARTES MENORES EN CANTABRICO NW,
95,Anai Arrebak,3XXX0039,,,,VERDADERO,31/12/1999,Baja por cese de ventas,,,,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
96,Anai Biak,3BI22858,ESP000016058,,,VERDADERO,15/02/2011,Los armadores de este barco pasan a ser los del Urresti Berria.,1988,01/01/2019,LHM_SPF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,19.9,21,16.1,135,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
98,Anarri,3XXX0530,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
2255,Anastapio,3XXX0885,,,,VERDADERO,31/12/2007,puede ser un importador portugues por comentarios de cofradia. Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Portugal,,,,,,,,,,,
2485,Anchousa,3CU12-07,ESP000027069,225382000,ECNR,FALSO,,,2007,01/01/2019,LLS_DEF_0_0_0,GNS_DEF_100-119_0_0,01/01/2019,Celeiro,01/01/2019,149.9,287,30.5,892,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.",,Altura al Fresco,,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde",
1556,Ander,3XXX0040,,,,VERDADERO,31/12/1995,Baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
2575,Anders Nees,S626,DNK000003296,,EINC6,FALSO,,,1982,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Skibbereen,01/01/2019,,215,26.27,423,,,,,Pabellón extranjero,
2229,Andiño Txiki (ex San Mauricio II),3BI31-02,ESP000025398,224233680,,VERDADERO,24/06/2014,,2002,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Mundaka,01/01/2019,2.8,2.28,8.03,44,ARTES MENORES EN CANTABRICO NW,ARTES MENORES,ARTES MENORES,,ARTES MENORES EN CANTABRICO NW,
1557,Andoni II,3XXX0634,,,,VERDADERO,31/12/1997,baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1413,Andre Tomas,3XXX0819,,,,VERDADERO,31/12/2002,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Francia,,,,,,,,,,,
1558,Andrekala,3BI40199,ESP000014450,,,VERDADERO,06/06/2000,,,,,,01/01/2019,Ondarroa,,,,,,,,,,,
101,Andrekala Berria,3BI43-00,ESP000024580,224005590,EAYK,FALSO,,,2000,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Ondarroa,01/01/2019,149.89,254,29,500,ARRASTRE DE FONDO EN CANTABRICO NW,Arrastre de Fondo,Arrastre de Fondo,,ARRASTRE DE FONDO EN CANTABRICO NW,
1349,Anduiza Anaiak,3BI26-00,ESP000024717,224011830,EA 4906,FALSO,,18/02/05 IGH+Jesus Martínez (JM): Tenía modalidad ppal cerco y 2ª curricán y le hemos cambiado a ppal curricán y 2ª líneas.,2000,01/01/2019,LTL_LPF_0_0_0,LHM_SPF_0_0_0,01/01/2019,Bermeo,01/01/2019,99.72,117.36,27.55,480,CERCO EN CANTABRICO NW,CERCO,,,CERCO EN CANTABRICO NW,
1560,Anes,3XXX0042,,,,VERDADERO,31/12/1998,Baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1562,Angel Mari,3XXX0451,,,,VERDADERO,31/12/1995,Baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
106,Angel Padre,3ST21-98,ESP000023867,224073580,EA3302,FALSO,,,1988,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Colindres,01/01/2019,48.64,65.85,24,190,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
107,Angel y Pilar,3ST33-98,ESP000023877,,,VERDADERO,13/05/2010,,1998,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Santoña,01/01/2019,58.1,72.93,24,245,CERCO EN CANTABRICO NW,CERCO EN CANTABRICO NW,Cerco,,CERCO EN CANTABRICO NW,
109,Angela,3XXX0044,,,,VERDADERO,31/12/2001,baja por cese de ventas,,01/01/2019,REC_0_0_0,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
110,Angie,BA 681570,FRA000681570,,,VERDADERO,06/07/2006,,,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
2131,Ani Tres,3ST51-94,ESP000022881,,,FALSO,,,1994,01/01/2019,LLS_DEF_0_0_0,LHM_SPF_0_0_0,01/01/2019,San Vicente de la Barquera,01/01/2019,3.35,4.85,7.34,45,ARTES MENORES EN CANTABRICO NW,ARTES MENORES,ARTES MENORES,,ARTES MENORES EN CANTABRICO NW,
111,Ania,3XXX0623,,,,VERDADERO,31/12/1998,Baja or cese de ventas,,,,,01/01/2019,Ondarroa,01/01/2019,,,,,,,,,,
112,Aniceto Landa,3XXX0045,,,,VERDADERO,31/12/1995,Baja por cese de ventas,,,,,01/01/2019,Mutriku,01/01/2019,,,,,,,,,,
2222,Anis Berria,3GI63-00,ESP000025164,224049140,EBWA,FALSO,,Entrada en servicio 17/12/2001,2001,01/01/2019,OTB_DEF_>=55_0_0,,01/01/2019,Aviles,01/01/2019,149.87,256,31.35,320,ARRASTRE DE FONDO EN CANTABRICO NW,ARRASTRE DE FONDO,ARRASTRE DE FONDO,,ARRASTRE DE FONDO EN CANTABRICO NW,
1564,Anita,3XXX0046,,,,VERDADERO,31/12/1995,Baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
114,Anita Marie,W135,IRL000I11165,,,VERDADERO,31/12/2001,Buque activo a JUN2014 pero baja por cese de ventas en 2001 (IAI),,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Waterford,01/01/2019,,,,,,,,,Pabellón extranjero,
1565,Anlu,3ST42360,ESP000006937,,,VERDADERO,05/03/1997,,,,,,01/01/2019,Castro Urdiales,,,,,,,,,,,
2784,Annytia,LO924816,FRA000924816,,FMET,FALSO,,,2005,,,,,,,,,,,,,,,,
2202,Ansia,3SS11-05,ESP000026388,224152140,ECIO,FALSO,,,2005,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Pasaia,01/01/2019,94,107.12,27.14,450,CERCO EN CANTABRICO NW,CERCO,CERCO,,CERCO EN CANTABRICO NW,
115,Antcar Fish Sport LTD,3XXX0723,,,,VERDADERO,31/12/1999,Baja por cese de ventas,,,,,01/01/2019,Ireland - Unknown,01/01/2019,,,,,,,,,Pabellón extranjero,
116,Anthinea,LS 753559,FRA000753559,,,VERDADERO,31/12/1999,Activo en Junio 2014 pero doy baja por cese de ventas en 1999. ¿es otro buque? IAI,,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
2257,Antiguotarrak (ex Madre Dolores),3GI85-98,ESP000023970,224312720,EB4076,FALSO,,,1998,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Donostia,01/01/2019,7.26,6.19,10.5,40,ARTES MENORES EN CANTABRICO NW,ARTES MENORES,ARTES MENORES,,ARTES MENORES EN CANTABRICO NW,
2208,Antiuko Ama,3BI42-05,ESP000026597,224105000,ECJS,FALSO,,Sustituye al Aralarko Mikel Deuna. Es pareja del Lanfón.,2006,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Ondarroa,01/01/2019,245,429,38.5,596,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIa",Arrastre,Arrastre,,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
2549,Antonio do Velliño,3GI42211,ESP000022097,224192170,EAAJ,FALSO,,,1991,01/01/2019,OTB_DEF_>=55_0_0,,01/01/2019,Santander,01/01/2019,140,209,28,500,ARRASTRE DE FONDO EN CANTABRICO NW,ARRASTRE DE FONDO EN CANTABRICO NW,Arrastre Litoral,,ARRASTRE DE FONDO EN CANTABRICO NW,
2707,Antonio Maria,BA 933525,PRT000021994,,FJVN,FALSO,,,2001,01/01/2019,LLS_DEF_0_0_0,LLS_DEF_0_0_0,01/01/2019,Bayonne,01/01/2019,125,288,29,514.84,,,,,Pabellón extranjero,
1566,Antxermo,3XXX0050,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
2302,Antxeta Primero,3BI31-04,ESP000026035,224257450,,FALSO,,,2004,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Bermeo,01/01/2019,7.26,3.77,9.94,58,ARTES MENORES EN CANTABRICO NW,Artes Menores,Artes Menores,,ARTES MENORES EN CANTABRICO NW,
2773,Anxuela,3LU31-04,ESP000026025,,ECFO,FALSO,,,2004,01/01/2019,LLS_DEF_0_0_0,GNS_DEF_>=100_0_0,01/01/2019,Celeiro,01/01/2019,149.9,281,30,500,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.",,,,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde",
122,Apar,3BI41-94,ESP000022860,,,VERDADERO,25/09/2007,,1994,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Ondarroa,01/01/2019,148.58,248,28.3,395,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
1567,Apatxia,3XXX0051,,,,VERDADERO,31/12/1995,baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
124,Aphrodite,SJ 196361,FRA000196361,,,VERDADERO,26/03/2002,,,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
1411,Apostol,3FE31-00,ESP000024923,224022590,EA5577,FALSO,,Entrada en servicio 22/3/2000,2000,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Camariñas,01/01/2019,34.4,35.41,20.5,180,CERCO EN CANTABRICO NW,CERCO,CERCO,,CERCO EN CANTABRICO NW,
1421,Apostol San Andres,3FE32-00,ESP000024924,224022620,EA3894,FALSO,,Entrada en servicio 19/4/2001,2000,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Cariño,01/01/2019,34.69,38.47,20.5,190,CERCO EN CANTABRICO NW,CERCO,CERCO,,CERCO EN CANTABRICO NW,
38,Aquila,BA 724721,FRA000724721,,,VERDADERO,31/12/2000,Baja porque desde 2000 no ha vendido en Pasaia y es un barco muy pequeño,,,,,01/01/2019,Bayonne,01/01/2019,12,9,11.98,176,,,,,Pabellón extranjero,
125,Aquitaine,BA 724036,FRA000724036,,,VERDADERO,26/11/2009,,1984,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Bayonne,01/01/2019,,156,24,441,,,,,Pabellón extranjero,
126,Ar Breizenec,BA 266597,FRA000266597,,,VERDADERO,02/12/1999,,,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
127,Aradon Berria,3BI21-97,ESP000023570,224030940,EA3095,FALSO,,"Esta activo a Jun 2014, pero en Galicia",1997,01/01/2019,GNS_DEF_>=100_0_0,LTL_LPF_0_0_0,01/01/2019,Muxia,01/01/2019,71.54,102.68,25,316,VOLANTA EN CANTABRICO NW,Artes Menores,Artes Menores,,VOLANTA EN CANTABRICO NW,
128,Aralarko Mikel Deuna,3BI40134,ESP000010485,,,VERDADERO,09/03/2006,sustituído por el Antiuko Ama.,1972,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Ondarroa,01/01/2019,286.11,257,40.14,596,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
130,Arantza,3XXX0439,,,,VERDADERO,31/12/1996,baja por cese de ventas,,,,,01/01/2019,Ondarroa,01/01/2019,,,,,,,,,,
131,Arantzazuko Ama,3SS12373,ESP000009967,,,VERDADERO,07/08/2003,,1961,01/01/2019,LLS_DEF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,48.95,60,23.1,380,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
1487,Arantzazuko Izarra,3SS13-03,ESP000025650,224090990,EA2772,FALSO,,,2003,01/01/2019,LLS_DEF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,67.75,74,23.38,400,PALANGRE DE FONDO EN CANTABRICO NW,PALANGRE DE FONDO,PALANGRE DE FONDO,,PALANGRE DE FONDO EN CANTABRICO NW,
1569,Arauca,3ST21339,ESP000006894,,,VERDADERO,21/04/1999,,,,,,01/01/2019,Laredo,,,,,,,,,,,
132,Arbide,3BI41-00,ESP000024666,,,VERDADERO,05/11/2012,"JARBIDE S.L. teléfono 94683 29 74
Actualizada fecha baja con los datos del censo a enero 2013",2000,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Ondarroa,01/01/2019,196.61,359,32.25,800,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
133,Arc en Ciel,BA 724722,FRA000724722,228158000,FQ3144,FALSO,,,1990,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Bayonne,01/01/2019,16.47,9,11.86,161,,,,,Pabellón extranjero,
134,Arca Coop,3XXX0573,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
1570,Arca de la Alianza,3BI40021,ESP000010486,,,VERDADERO,23/06/2000,,,,,,01/01/2019,Ondarroa,,,,,,,,,,,
2754,Arcadia,AR 933782,FRA000933782,,,FALSO,,"a 15/10/18 no aparece en el censo europeo, datos proporcionados por el armador a la cofr->IKT",2018,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Arcachon,01/01/2019,,44.3,14.95,250,,,,,Pabellón extranjero,
2749,Ardent,S23,IRL000I13750,,EIBP5,FALSO,,En censo europeo metier principal SPR Pair Seines,2007,01/01/2019,PTB_DEF_>=70_0_0,,01/01/2019,Skibbereen,01/01/2019,,224,23.2,749,,,,,Pabellón extranjero,
135,Ardoran (Arno Primero),3SS32-92,ESP000022246,224100590,EA4977,FALSO,,,1992,01/01/2019,PS_SPF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Portosin,01/01/2019,49.11,66,22.5,275,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
136,Arela,3CO75-97,ESP000023656,224046360,EA3180,FALSO,,,1997,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Porto do Son,01/01/2019,67.45,115.87,23.9,216,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
137,Ares,3XXX0641,,,,VERDADERO,31/12/1997,Baja por cese de ventas,,,,,01/01/2019,Ondarroa,01/01/2019,,,,,,,,,,
1571,Argoños,3ST42467,ESP000000001,,EA7682,VERDADERO,02/12/1998,Error en asignacion de codigos. Tiene ventas en 1999,,,,,01/01/2019,Vicedo,,,,,,,,,,,
661,Argote 2 (ex Jose y Tomasa),3ST21-95,ESP000023060,224093330,EA4498,FALSO,,,1995,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Laredo,01/01/2019,49.5,73,23,255,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
2270,Arin,LO 683462,FRA000683462,228904000,FHVD,FALSO,,,,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Lorient,01/01/2019,,180.97,24.44,529,,,,,Pabellón extranjero,
1573,Ariste,3XXX0591,,,,VERDADERO,31/12/1996,baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1574,Aristi,3XXX0055,,,,VERDADERO,31/12/1998,Baja por cese de ventas,,,,,01/01/2019,Ondarroa,,,,,,,,,,,
1575,Aritz,3XXX0056,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1576,Arkupe S.A.,3XXX0541,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Desconocido,,,,,,,,,,,
143,Arlanpi,3BI41-99,ESP000024514,224067170,EA-4156,FALSO,,,2000,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Ondarroa,01/01/2019,65.07,79.1,23,365,PALANGRE DE FONDO EN CANTABRICO NW,Palangre de Fondo,Palangre de Fondo,,PALANGRE DE FONDO EN CANTABRICO NW,
2527,Armor 2,BA 554169,FRA000554169,227926000,FUKR,FALSO,,,1982,01/01/2019,GNS_DEF_100-119_0_0,LLS_DEF_0_0_0,01/01/2019,Bayonne,01/01/2019,,198,26.09,423,,,,,Pabellón extranjero,
144,Arnaud Johan,D287,IRL000I10084,,,VERDADERO,17/04/2000,,,,,,01/01/2019,Dublin,01/01/2019,,,,,,,,,Pabellón extranjero,
2703,Aroamar,3CO71-13,ESP000027516,,,FALSO,,,2013,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Porto do Son,01/01/2019,6.45,5.48,11.15,50,ARTES MENORES EN CANTABRICO NW,,,,ARTES MENORES EN CANTABRICO NW,
147,Arosa Nueve,3CO23844,ESP000015540,224871000,EDRT,FALSO,,,1988,01/01/2019,OTB_DEF_>=120_0_0,,01/01/2019,Pasaia,01/01/2019,664.91,960,56.2,2555,BACALADEROS,Bacaladeros,Bacaladeros,,BACALADEROS,
149,Arquimedes,3BI22416,ESP000000107,,,VERDADERO,13/04/2004,,1963,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,114.46,117,29,380,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
150,Arrainetxe,3XXX0667,,,,VERDADERO,31/12/1999,baja por cese de ventas,,,,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
1338,Arrainsa (Comprador),3XXX0786,,,,VERDADERO,31/12/2004,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,,,,,,,,,,,
152,Arraintzuna,BA 317504,FRA000317504,,,VERDADERO,23/11/1999,,,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
1578,Arranondo,3BI40061,ESP000010489,,,VERDADERO,25/06/1997,,,,,,01/01/2019,A Coruña,,,,,,,,,,,
1426,Arrantzale (3SS13-01),3SS13-01,ESP000025232,224065290,EBVT,FALSO,,Sustituto del Arrantzale (BI-2-2508). Entrada en servicio 4/4/02,2001,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,147.3,160,32,535,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
153,Arrantzale (BI22508),3BI22508,ESP000000106,,,VERDADERO,09/04/2002,Bermeano que se vendió a Fuenterrabia,1968,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,149.46,149.46,28.7,480,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
154,Arrantzale (SJ 192659),SJ 192659,FRA000192659,,,VERDADERO,30/09/1998,,,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Saint Jean de Luz,01/01/2019,,,,,,,,,Pabellón extranjero,
155,Arrebak II,3XXX0060,,,,VERDADERO,31/12/2001,Baja por cese de ventas,,01/01/2019,REC_0_0_0,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
156,Arretxinagako Mikel Deuna,3BI40133,ESP000010490,,,VERDADERO,20/02/2007,,1972,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Ondarroa,01/01/2019,286.11,257,34.66,590,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
1579,Arretxu,3BI40212,ESP000015252,,,VERDADERO,22/05/2000,,,,,,01/01/2019,Ondarroa,,,,,,,,,,,
157,Arretxu Berria,3BI44-00,ESP000024563,224005540,EAWH,FALSO,,,2000,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Ondarroa,01/01/2019,149.27,254,29,500,ARRASTRE DE FONDO EN CANTABRICO NW,Arrastre de Fondo,Arrastre de Fondo,,ARRASTRE DE FONDO EN CANTABRICO NW,
2135,Arrigorri,3BI41-03,ESP000025960,224000220,EBZL,FALSO,,Fecha de cambio de PB proporcionada por OPPAO. 1 AGO14 en censo europeo sigue en Ondarroa y en el nacional en Vigo,2004,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Celeiro,01/01/2019,149.9,329,32.6,463,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.",,,,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde",
1581,Arrigorri (baja),3BI40104,ESP000020342,,,VERDADERO,13/11/1998,,,,,,01/01/2019,Ondarroa,,,,,,,,,,,
159,Arrillaga,3SS31218,ESP000001651,,,VERDADERO,12/01/2010,,1963,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,137.83,109,31.5,900,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
160,Arritxu,3BI13072,ESP000000058,,,VERDADERO,10/04/2003,,1981,01/01/2019,GNS_DEF_60-79_0_0,LTL_LPF_0_0_0,01/01/2019,Lekeitio,01/01/2019,13.92,10.95,10.58,128,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
161,Artal,3VILL14657,ESP000014282,,,VERDADERO,27/02/2006,,1985,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Cariño,01/01/2019,35.54,37.2,14.79,350,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
162,Artibai,3XXX0062,,,,VERDADERO,31/12/1997,Baja por cese de ventas,,,,,01/01/2019,Ondarroa,01/01/2019,,,,,,,,,,
163,Artxanda,3BI22547,ESP000007798,,,VERDADERO,13/06/2006,Baja en mi censo pero operativo en nacional,1970,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Bermeo,01/01/2019,149.09,137,29.85,480,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1582,Artxu,3XXX0063,,,,VERDADERO,31/12/1995,Baja por cese de ventas,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
2515,Arzic III,MN 846710,FRA000846710,,,FALSO,,,1994,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Marennes,01/01/2019,,17,11.93,147,,,,,Pabellón extranjero,
165,Asabasta (Lago Primero),3ST42589,ESP000022219,,,VERDADERO,02/02/2005,Hundimiento sustitutorio de desguace.,1989,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,110.26,110.27,27.87,400,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
2498,Aspin,BA 544859,FRA000544859,227380000,FPSH,FALSO,,,1981,01/01/2019,GNS_DEF_>=100_0_0,LLS_DEF_0_0_0,01/01/2019,Bayonne,01/01/2019,,340,34,588,,,,,Pabellón extranjero,
168,Astelehena,3BI23-95,ESP000023315,,,VERDADERO,27/03/2014,,1995,01/01/2019,LLS_DEF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,11.44,13.92,13.65,125,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
2570,Aster,L-2073-C,PRT000021396,263402890,CURM9,FALSO,,,2000,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Leixoes,01/01/2019,119.96,193.24,25.1,358,,,,,Pabellón extranjero,
1383,Astisol,3ST42-99,ESP000024433,224196160,EAWG,FALSO,,,1999,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Santander,01/01/2019,149.72,174.8,27.6,550,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIa",ARRASTRE,ARRASTRE,,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
2674,Atain,3CO41-00,ESP000025023,224025230,EBSH,FALSO,,,2001,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Camariñas,01/01/2019,59.26,132,22.46,245,PALANGRE DE FONDO EN CANTABRICO NW,,,,PALANGRE DE FONDO EN CANTABRICO NW,
1385,Atlantique,3XXX0806,,,,VERDADERO,31/12/2003,Baja por cese de ventas. No se localiza el buque en el censo,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Skibbereen,,,,,,,,,,,
1394,Atlantique II,LR 477446,FRA000477446,,,VERDADERO,29/09/2009,,,01/01/2019,UNK_0_0_0,,01/01/2019,La Rochelle,,,,,,,,,,,
173,Atlantis M,N400,GBR000A19846,,,VERDADERO,06/07/1998,"Es de Irlanda del Norte, puerto Newry",,,,,01/01/2019,Gran Bretaña,01/01/2019,,,,,,,,,Pabellón extranjero,
174,Ator,3SS31416,ESP000015882,,,VERDADERO,08/10/2001,,1989,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Lastres,01/01/2019,97.97,139,24.05,525,PALANGRE DE FONDO MENORES 100 TRB EN VIIIabde.,,,,PALANGRE DE FONDO MENORES 100 TRB EN VIIIabde,
175,Attalaya Berria,BA 801906,FRA000801906,228315000,FHCB,FALSO,,,1996,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Bayonne,01/01/2019,,94,23.75,3668,,,,,Pabellón extranjero,
